316
260
243
200
162
372
147
414
113
223
255
326
114
176
128
263
203
373
144
352
200
353
141
290
163
89
177
297
270
117
181
131
104
294
135
245
338
272
90
165
144
116
355
114
306
297
261
322
295
283
312
240
301
339
325
330
160
299
110
337
184
198
127
136
121
207
209
155
180
113
95
233
226
205
94
165
153
99
285
385
220
394
211
400
108
89
15
52
